Workout_Name,Duration,Intensity,Goal,Level
Running,70,Medium,Weight Loss,Advanced
Cardio,41,Low,Endurance,Intermediate
Pilates,56,Medium,Endurance,Beginner
Strength Training,41,Medium,Weight Loss,Advanced
Yoga,55,Medium,Endurance,Intermediate
Yoga,30,Medium,Muscle Gain,Beginner
Swimming,85,High,Weight Loss,Intermediate
HIIT,47,High,General Fitness,Advanced
HIIT,49,High,Weight Loss,Advanced
CrossFit,57,High,Flexibility,Beginner
Swimming,32,High,Flexibility,Beginner
Boxing,73,Low,Flexibility,Intermediate
Cycling,80,Medium,Muscle Gain,Beginner
Running,59,Medium,General Fitness,Intermediate
Cycling,62,Medium,Weight Loss,Beginner
Cycling,22,Low,Flexibility,Beginner
Cycling,85,Low,Muscle Gain,Intermediate
HIIT,44,Medium,Endurance,Intermediate
Strength Training,15,High,Endurance,Advanced
Swimming,81,Medium,Weight Loss,Advanced
Swimming,77,High,Muscle Gain,Beginner
Swimming,28,High,Muscle Gain,Beginner
Boxing,59,Low,Muscle Gain,Beginner
Cardio,76,Low,Endurance,Advanced
HIIT,77,High,Endurance,Intermediate
Running,40,Medium,General Fitness,Beginner
Boxing,88,High,General Fitness,Intermediate
Swimming,73,Medium,General Fitness,Beginner
CrossFit,79,Low,Endurance,Advanced
Yoga,16,Medium,General Fitness,Intermediate
Swimming,25,Medium,Endurance,Intermediate
Cardio,60,High,Endurance,Intermediate
Cycling,28,Medium,General Fitness,Intermediate
CrossFit,17,High,Muscle Gain,Intermediate
CrossFit,56,Low,Endurance,Beginner
Pilates,18,High,Weight Loss,Advanced
Strength Training,78,High,General Fitness,Beginner
Boxing,21,High,Endurance,Beginner
Swimming,25,Low,General Fitness,Intermediate
Cycling,47,Low,General Fitness,Advanced
Yoga,53,High,Flexibility,Intermediate
Cardio,45,High,Muscle Gain,Intermediate
Pilates,81,High,Muscle Gain,Advanced
Yoga,26,Low,Flexibility,Beginner
CrossFit,62,Low,Weight Loss,Advanced
Swimming,47,High,Flexibility,Advanced
Cycling,54,Medium,Weight Loss,Beginner
Strength Training,34,Low,Muscle Gain,Advanced
CrossFit,42,High,General Fitness,Beginner
CrossFit,33,Low,Endurance,Intermediate
HIIT,33,Low,General Fitness,Beginner
Cycling,65,High,General Fitness,Intermediate
CrossFit,62,High,Weight Loss,Advanced
HIIT,67,High,General Fitness,Beginner
Cycling,68,High,Muscle Gain,Beginner
Strength Training,68,Low,Muscle Gain,Advanced
Swimming,71,High,General Fitness,Advanced
CrossFit,86,High,Weight Loss,Advanced
Swimming,79,Low,Weight Loss,Beginner
Swimming,53,Medium,General Fitness,Intermediate
Cycling,53,Low,Endurance,Advanced
Strength Training,48,Medium,Endurance,Intermediate
Running,43,Low,Weight Loss,Beginner
Pilates,86,Low,Endurance,Advanced
CrossFit,44,Low,Flexibility,Beginner
Boxing,25,Low,Muscle Gain,Advanced
Swimming,60,Medium,Weight Loss,Advanced
Swimming,47,Medium,General Fitness,Advanced
Running,51,Medium,Muscle Gain,Intermediate
Running,47,Low,Muscle Gain,Intermediate
Strength Training,52,High,Endurance,Intermediate
Pilates,26,High,Endurance,Advanced
CrossFit,49,Low,General Fitness,Beginner
Cardio,19,High,Endurance,Intermediate
Strength Training,69,Medium,Weight Loss,Beginner
Swimming,61,Medium,General Fitness,Advanced
Swimming,22,High,Endurance,Intermediate
HIIT,36,High,Muscle Gain,Intermediate
Strength Training,27,High,Endurance,Intermediate
Cardio,81,High,General Fitness,Beginner
HIIT,87,Low,Endurance,Beginner
HIIT,22,Low,General Fitness,Beginner
Swimming,31,Medium,Weight Loss,Beginner
Strength Training,80,High,Flexibility,Advanced
HIIT,60,High,Endurance,Advanced
HIIT,38,Low,General Fitness,Beginner
Running,69,Medium,Weight Loss,Intermediate
Strength Training,38,Medium,Flexibility,Advanced
Running,58,High,Flexibility,Advanced
Yoga,80,Medium,Muscle Gain,Intermediate
Pilates,84,Low,Muscle Gain,Intermediate
Pilates,40,Low,Muscle Gain,Intermediate
HIIT,29,Low,Muscle Gain,Intermediate
Boxing,60,Medium,Endurance,Beginner
Swimming,33,Low,Endurance,Intermediate
HIIT,55,High,Endurance,Advanced
Cardio,20,Low,Weight Loss,Beginner
Running,61,High,Endurance,Beginner
Cardio,18,Low,Weight Loss,Beginner
Yoga,39,Low,General Fitness,Advanced
Running,16,Low,Muscle Gain,Intermediate
Pilates,60,Low,General Fitness,Advanced
Running,83,Medium,Flexibility,Intermediate
Cardio,40,High,Flexibility,Advanced
Cycling,26,Low,General Fitness,Advanced
Cycling,19,High,Muscle Gain,Advanced
Pilates,19,Medium,General Fitness,Intermediate
Cycling,42,High,Muscle Gain,Advanced
Swimming,58,Medium,Endurance,Advanced
Cycling,87,Low,General Fitness,Intermediate
Yoga,45,Medium,Endurance,Intermediate
Cardio,48,Low,Endurance,Intermediate
Swimming,65,Low,Endurance,Beginner
Pilates,39,Medium,Muscle Gain,Advanced
Running,63,High,Muscle Gain,Beginner
HIIT,53,High,Weight Loss,Intermediate
Strength Training,58,Low,Muscle Gain,Advanced
Pilates,46,High,General Fitness,Advanced
Boxing,65,High,Muscle Gain,Intermediate
Pilates,62,High,Weight Loss,Advanced
Boxing,17,Low,Flexibility,Intermediate
Yoga,39,Low,Flexibility,Advanced
Boxing,72,Low,General Fitness,Beginner
Strength Training,20,High,General Fitness,Intermediate
HIIT,77,Low,Weight Loss,Intermediate
Cardio,61,Medium,Endurance,Intermediate
CrossFit,50,Medium,Flexibility,Intermediate
Running,65,Medium,Weight Loss,Beginner
Yoga,52,High,Weight Loss,Beginner
Strength Training,45,Medium,Weight Loss,Intermediate
Yoga,70,Medium,General Fitness,Beginner
Swimming,52,Low,Weight Loss,Beginner
Strength Training,53,Medium,Flexibility,Beginner
Running,21,Medium,Weight Loss,Beginner
Pilates,74,Low,Weight Loss,Advanced
Pilates,29,Medium,Weight Loss,Advanced
Strength Training,17,High,Endurance,Advanced
CrossFit,73,Low,Endurance,Beginner
Cardio,76,Low,Flexibility,Intermediate
CrossFit,52,High,Weight Loss,Intermediate
Boxing,18,High,General Fitness,Beginner
Boxing,38,Medium,Weight Loss,Advanced
Swimming,79,High,Endurance,Beginner
Cardio,74,Medium,Muscle Gain,Advanced
Cycling,24,Low,Flexibility,Advanced
Boxing,88,Medium,Endurance,Beginner
Yoga,26,High,Endurance,Beginner
Cardio,32,High,General Fitness,Advanced
Swimming,77,High,Flexibility,Intermediate
HIIT,83,High,General Fitness,Beginner
Strength Training,50,High,General Fitness,Advanced
Boxing,57,Low,Endurance,Intermediate
Strength Training,40,High,Flexibility,Intermediate
Cycling,75,Low,Weight Loss,Intermediate
CrossFit,37,Medium,Endurance,Advanced
Boxing,26,Medium,Weight Loss,Beginner
Boxing,50,High,Weight Loss,Beginner
HIIT,82,Medium,Endurance,Beginner
Yoga,51,Medium,Endurance,Beginner
Cycling,26,Low,Flexibility,Advanced
Running,28,Low,General Fitness,Beginner
Boxing,72,Low,Muscle Gain,Intermediate
Running,55,High,Endurance,Intermediate
Boxing,41,Medium,General Fitness,Beginner
Boxing,83,High,Muscle Gain,Beginner
CrossFit,50,Medium,General Fitness,Intermediate
Swimming,66,Medium,Flexibility,Beginner
Boxing,18,Medium,Endurance,Advanced
CrossFit,34,Low,Flexibility,Beginner
Cycling,74,High,Endurance,Beginner
Cycling,62,Low,Endurance,Beginner
Running,83,Low,Muscle Gain,Intermediate
Swimming,72,Low,Muscle Gain,Intermediate
Pilates,20,High,Flexibility,Beginner
HIIT,57,High,Muscle Gain,Intermediate
HIIT,69,Medium,Muscle Gain,Beginner
Pilates,86,Medium,Endurance,Advanced
Cardio,79,Low,Muscle Gain,Beginner
Boxing,74,High,Endurance,Beginner
Yoga,37,Medium,Weight Loss,Advanced
Running,51,Medium,Muscle Gain,Intermediate
HIIT,81,Low,Weight Loss,Beginner
Boxing,58,High,Endurance,Intermediate
Pilates,90,High,General Fitness,Beginner
Pilates,82,Medium,Endurance,Beginner
Running,44,Low,Endurance,Advanced
Swimming,47,Low,Muscle Gain,Advanced
HIIT,16,Medium,Flexibility,Beginner
Boxing,25,High,Endurance,Advanced
Swimming,77,High,Flexibility,Beginner
Boxing,62,Low,Flexibility,Intermediate
Strength Training,82,Medium,Muscle Gain,Beginner
Cycling,59,High,Muscle Gain,Advanced
Strength Training,41,Medium,Muscle Gain,Advanced
Boxing,22,Medium,General Fitness,Beginner
CrossFit,81,Medium,Weight Loss,Beginner
HIIT,85,High,Weight Loss,Advanced
Yoga,68,High,Weight Loss,Beginner
CrossFit,37,Low,Flexibility,Intermediate
Yoga,51,Medium,General Fitness,Intermediate
Swimming,54,High,Endurance,Beginner
HIIT,59,Low,Flexibility,Intermediate
CrossFit,81,High,Muscle Gain,Advanced
Cardio,45,Medium,Weight Loss,Beginner
Cardio,29,High,Muscle Gain,Beginner
Running,45,Low,Endurance,Beginner
CrossFit,87,Medium,General Fitness,Beginner
Strength Training,81,Medium,Weight Loss,Advanced
HIIT,30,Medium,Weight Loss,Advanced
Pilates,75,Medium,Endurance,Intermediate
Swimming,46,Medium,Flexibility,Beginner
Swimming,82,Medium,Endurance,Intermediate
Swimming,51,High,Flexibility,Intermediate
Boxing,84,Medium,Muscle Gain,Beginner
Strength Training,76,High,General Fitness,Beginner
Boxing,72,High,Endurance,Beginner
Pilates,52,Medium,Weight Loss,Beginner
Swimming,39,Medium,Muscle Gain,Intermediate
Strength Training,70,Low,General Fitness,Beginner
HIIT,80,High,General Fitness,Advanced
HIIT,39,Low,Muscle Gain,Beginner
Strength Training,37,Low,Endurance,Intermediate
Running,20,Low,Endurance,Advanced
Running,22,Low,Endurance,Beginner
Pilates,78,Low,General Fitness,Intermediate
HIIT,75,High,Flexibility,Intermediate
CrossFit,80,Low,General Fitness,Intermediate
Cycling,18,High,General Fitness,Advanced
Pilates,18,Medium,Flexibility,Advanced
Boxing,63,High,Endurance,Intermediate
Boxing,21,Low,Muscle Gain,Intermediate
Strength Training,52,Low,General Fitness,Beginner
Boxing,85,Medium,Weight Loss,Intermediate
Cardio,62,Low,Weight Loss,Intermediate
Boxing,45,Low,General Fitness,Advanced
HIIT,15,High,Weight Loss,Advanced
Cycling,89,Low,General Fitness,Advanced
Pilates,35,Medium,Muscle Gain,Beginner
Cycling,34,High,Weight Loss,Beginner
Cycling,48,High,General Fitness,Advanced
Cardio,41,Low,Weight Loss,Advanced
Cardio,38,High,Weight Loss,Beginner
Boxing,75,Low,Muscle Gain,Advanced
Swimming,88,Medium,Weight Loss,Intermediate
Strength Training,79,High,General Fitness,Beginner
HIIT,50,Low,Muscle Gain,Advanced
Pilates,54,Medium,General Fitness,Intermediate
Running,79,High,Endurance,Intermediate
Cardio,43,High,Endurance,Advanced
Strength Training,41,High,Endurance,Advanced
Pilates,69,Medium,Muscle Gain,Advanced
Yoga,50,Medium,General Fitness,Intermediate
Strength Training,61,Medium,General Fitness,Intermediate
CrossFit,26,High,Muscle Gain,Advanced
Yoga,56,Medium,Weight Loss,Beginner
Cycling,33,High,Flexibility,Advanced
Cycling,68,Medium,Muscle Gain,Intermediate
Running,59,Medium,Endurance,Intermediate
Strength Training,38,Medium,Muscle Gain,Intermediate
Yoga,58,Low,Muscle Gain,Beginner
Cycling,81,Medium,Flexibility,Intermediate
Boxing,35,Medium,Endurance,Advanced
Strength Training,81,Medium,Endurance,Beginner
Pilates,21,Low,Muscle Gain,Intermediate
Running,45,Low,Endurance,Intermediate
Pilates,45,Low,General Fitness,Advanced
Cycling,35,Medium,General Fitness,Beginner
Swimming,35,High,General Fitness,Intermediate
Cycling,49,Low,Muscle Gain,Advanced
Swimming,31,High,Flexibility,Beginner
Swimming,71,Medium,General Fitness,Beginner
CrossFit,65,High,Weight Loss,Advanced
Strength Training,15,High,General Fitness,Intermediate
Boxing,19,Low,Weight Loss,Intermediate
CrossFit,55,Low,Muscle Gain,Advanced
Boxing,60,High,Flexibility,Intermediate
CrossFit,22,Low,Endurance,Intermediate
Running,84,Low,Endurance,Beginner
Cycling,38,High,Endurance,Intermediate
Running,60,Low,General Fitness,Advanced
Yoga,53,High,General Fitness,Beginner
Running,65,High,Flexibility,Advanced
Pilates,55,Low,Flexibility,Intermediate
Swimming,26,High,Muscle Gain,Intermediate
Strength Training,41,High,Muscle Gain,Intermediate
HIIT,67,High,Flexibility,Intermediate
Cycling,78,Medium,Flexibility,Advanced
CrossFit,18,Low,Muscle Gain,Advanced
Cycling,85,Low,Flexibility,Intermediate
CrossFit,42,High,General Fitness,Intermediate
Strength Training,87,Low,Weight Loss,Intermediate
Yoga,72,Medium,Flexibility,Advanced
HIIT,15,Low,Muscle Gain,Beginner
Cardio,83,Low,Endurance,Advanced
Swimming,31,Medium,General Fitness,Beginner
Boxing,54,Low,Endurance,Intermediate
Strength Training,40,Medium,Endurance,Advanced
Cardio,81,Medium,Weight Loss,Intermediate
Yoga,57,Medium,Flexibility,Beginner
Running,78,High,Weight Loss,Intermediate
HIIT,60,Medium,Weight Loss,Advanced
CrossFit,49,Medium,Flexibility,Beginner
Swimming,32,Medium,Endurance,Beginner
HIIT,40,High,General Fitness,Intermediate
Running,32,Medium,General Fitness,Advanced
Yoga,72,High,Endurance,Beginner
CrossFit,32,High,Endurance,Intermediate
HIIT,65,Low,General Fitness,Advanced
CrossFit,76,Medium,General Fitness,Advanced
Running,15,Low,Weight Loss,Advanced
CrossFit,65,High,Endurance,Advanced
HIIT,48,High,Flexibility,Advanced
CrossFit,24,High,Flexibility,Advanced
Boxing,51,Low,Endurance,Advanced
Strength Training,43,Low,Endurance,Beginner
Cardio,63,Medium,General Fitness,Beginner
Pilates,74,Medium,Endurance,Beginner
Cardio,19,High,Muscle Gain,Intermediate
Boxing,44,Low,Weight Loss,Intermediate
Running,25,High,Weight Loss,Intermediate
Pilates,64,Medium,Muscle Gain,Beginner
CrossFit,89,Low,Muscle Gain,Beginner
CrossFit,33,Medium,Muscle Gain,Intermediate
Pilates,40,Low,General Fitness,Intermediate
Yoga,51,Low,Weight Loss,Intermediate
Cycling,80,High,General Fitness,Intermediate
Cardio,51,Low,Weight Loss,Beginner
Running,53,High,Endurance,Intermediate
Cardio,71,Low,Endurance,Intermediate
Yoga,68,Medium,Muscle Gain,Beginner
Pilates,69,Medium,Muscle Gain,Advanced
Running,85,Medium,Muscle Gain,Intermediate
Running,54,Low,Muscle Gain,Advanced
Cardio,65,Low,Weight Loss,Beginner
Boxing,77,Medium,Endurance,Beginner
CrossFit,36,Medium,Endurance,Intermediate
Yoga,59,High,Flexibility,Intermediate
CrossFit,57,High,Weight Loss,Beginner
Running,29,High,Weight Loss,Intermediate
Running,71,Medium,Flexibility,Beginner
Boxing,76,Low,Flexibility,Intermediate
HIIT,20,Medium,General Fitness,Intermediate
Pilates,75,Medium,General Fitness,Advanced
Cardio,77,High,Flexibility,Beginner
HIIT,36,High,Muscle Gain,Beginner
Pilates,83,Medium,Endurance,Beginner
Yoga,26,High,Flexibility,Advanced
Pilates,25,Low,Endurance,Advanced
Strength Training,60,High,Endurance,Intermediate
Swimming,36,Low,Flexibility,Beginner
Pilates,27,Medium,Endurance,Beginner
Strength Training,58,Medium,Muscle Gain,Advanced
Pilates,37,High,Muscle Gain,Advanced
HIIT,77,Medium,Muscle Gain,Intermediate
Strength Training,84,Medium,General Fitness,Beginner
Swimming,62,High,Weight Loss,Beginner
Swimming,38,Medium,Endurance,Advanced
Yoga,35,High,Weight Loss,Intermediate
Cardio,55,High,Weight Loss,Beginner
Yoga,44,High,General Fitness,Advanced
Yoga,38,Low,Endurance,Beginner
Cardio,46,High,General Fitness,Beginner
Cardio,27,Low,General Fitness,Advanced
Boxing,24,Medium,Endurance,Advanced
CrossFit,36,Medium,Flexibility,Intermediate
CrossFit,39,Low,General Fitness,Beginner
Pilates,82,Low,Endurance,Intermediate
Yoga,69,Low,Muscle Gain,Advanced
Swimming,40,High,Endurance,Advanced
Cycling,38,High,Muscle Gain,Beginner
Yoga,36,High,Weight Loss,Beginner
Pilates,77,Medium,General Fitness,Beginner
Cycling,84,High,Muscle Gain,Advanced
Swimming,88,Low,Muscle Gain,Beginner
Cycling,51,Low,Weight Loss,Intermediate
Strength Training,22,Low,General Fitness,Intermediate
Boxing,67,Medium,Weight Loss,Beginner
Pilates,89,High,Endurance,Intermediate
Strength Training,85,Low,Endurance,Intermediate
Boxing,23,Medium,Endurance,Advanced
HIIT,19,Low,Endurance,Intermediate
HIIT,67,Medium,General Fitness,Advanced
CrossFit,60,Low,General Fitness,Beginner
Running,60,High,Flexibility,Intermediate
Cardio,49,Medium,Weight Loss,Intermediate
Strength Training,46,High,Weight Loss,Intermediate
Strength Training,37,Medium,General Fitness,Beginner
Running,64,Low,Weight Loss,Advanced
Boxing,59,Low,General Fitness,Beginner
Running,32,Low,Muscle Gain,Beginner
Pilates,87,Low,Muscle Gain,Intermediate
Cardio,63,Low,Weight Loss,Intermediate
HIIT,65,Medium,Endurance,Beginner
Boxing,28,High,General Fitness,Advanced
HIIT,30,High,Endurance,Beginner
Boxing,15,High,Flexibility,Beginner
Running,18,High,Flexibility,Beginner
CrossFit,51,Medium,Endurance,Beginner
Yoga,43,Medium,Endurance,Advanced
Strength Training,83,Medium,Endurance,Advanced
Yoga,19,Medium,Endurance,Intermediate
Running,77,Low,Flexibility,Beginner
Cardio,38,High,Flexibility,Beginner
Cycling,52,High,General Fitness,Intermediate
Yoga,50,Low,Endurance,Beginner
Cycling,15,Low,General Fitness,Advanced
Pilates,84,High,Flexibility,Advanced
Cycling,53,High,Endurance,Intermediate
Yoga,58,High,Muscle Gain,Beginner
Yoga,45,High,Muscle Gain,Advanced
Running,36,Medium,Weight Loss,Intermediate
Pilates,58,High,Muscle Gain,Intermediate
HIIT,79,Low,General Fitness,Advanced
Yoga,20,Low,Weight Loss,Advanced
Running,22,High,Muscle Gain,Advanced
HIIT,72,Medium,Flexibility,Beginner
Pilates,34,Medium,Endurance,Intermediate
Boxing,26,Low,Flexibility,Beginner
Cycling,60,Medium,Weight Loss,Beginner
CrossFit,45,Medium,Weight Loss,Advanced
Cycling,35,Medium,Weight Loss,Advanced
CrossFit,29,High,Endurance,Beginner
Running,83,Medium,Flexibility,Advanced
Yoga,78,Low,Muscle Gain,Beginner
Cardio,24,Medium,Flexibility,Intermediate
HIIT,59,Medium,Endurance,Intermediate
Strength Training,56,High,Flexibility,Beginner
Swimming,49,High,Endurance,Intermediate
CrossFit,16,Low,Endurance,Beginner
Boxing,31,High,Muscle Gain,Beginner
Cycling,69,High,Muscle Gain,Intermediate
CrossFit,57,Low,General Fitness,Beginner
Yoga,87,High,Flexibility,Beginner
Cardio,52,High,Weight Loss,Intermediate
Running,27,Medium,Muscle Gain,Intermediate
CrossFit,34,Low,General Fitness,Advanced
Swimming,22,Medium,Flexibility,Beginner
Pilates,90,High,Endurance,Intermediate
CrossFit,18,Low,Endurance,Beginner
CrossFit,38,Medium,Endurance,Beginner
Cardio,27,Medium,Muscle Gain,Advanced
HIIT,46,High,Muscle Gain,Beginner
Cycling,75,Low,Flexibility,Intermediate
Boxing,86,High,General Fitness,Intermediate
Cycling,36,Medium,Flexibility,Advanced
Yoga,55,Low,General Fitness,Beginner
Boxing,58,Medium,Endurance,Beginner
Strength Training,27,Medium,Muscle Gain,Intermediate
Pilates,53,Medium,Weight Loss,Intermediate
Pilates,43,High,Flexibility,Advanced
Swimming,45,Low,General Fitness,Advanced
Swimming,35,Low,Endurance,Intermediate
Swimming,21,Medium,Weight Loss,Intermediate
Cardio,77,Low,Flexibility,Intermediate
Pilates,56,High,Muscle Gain,Advanced
Running,48,High,Endurance,Advanced
CrossFit,79,Medium,Endurance,Beginner
Strength Training,40,Medium,Endurance,Advanced
Swimming,49,Low,General Fitness,Advanced
CrossFit,27,Low,Flexibility,Intermediate
Boxing,82,Low,Endurance,Beginner
Pilates,84,High,Muscle Gain,Advanced
Cardio,50,Medium,Muscle Gain,Intermediate
Running,60,High,Endurance,Intermediate
Pilates,24,Low,Endurance,Advanced
Cycling,55,Medium,Endurance,Intermediate
Cycling,40,Low,Muscle Gain,Advanced
HIIT,54,Medium,Flexibility,Intermediate
Pilates,62,Low,Muscle Gain,Advanced
HIIT,45,High,General Fitness,Advanced
CrossFit,28,Low,Muscle Gain,Beginner
Pilates,62,High,Endurance,Advanced
Cardio,27,Low,Muscle Gain,Advanced
Boxing,50,High,Endurance,Beginner
CrossFit,85,Low,Flexibility,Intermediate
Cardio,71,Medium,Weight Loss,Beginner
Swimming,40,Low,Muscle Gain,Intermediate
Yoga,21,Medium,Weight Loss,Intermediate
Boxing,17,Medium,Endurance,Intermediate
HIIT,80,High,Endurance,Intermediate
Boxing,89,Low,Weight Loss,Advanced
CrossFit,65,High,General Fitness,Intermediate
HIIT,43,High,Endurance,Intermediate
Strength Training,65,Medium,Flexibility,Beginner
Boxing,61,High,Muscle Gain,Beginner
CrossFit,79,High,Flexibility,Advanced
Boxing,81,High,Endurance,Beginner
CrossFit,56,Medium,Weight Loss,Advanced
Yoga,36,High,Weight Loss,Intermediate
Pilates,50,High,Muscle Gain,Beginner
Boxing,68,Medium,Flexibility,Intermediate
HIIT,16,Medium,Weight Loss,Beginner
Pilates,50,High,Endurance,Advanced
CrossFit,59,Low,General Fitness,Beginner
Swimming,82,Medium,Muscle Gain,Beginner
Pilates,86,Medium,Endurance,Beginner
Cycling,72,High,Muscle Gain,Beginner
Running,35,Low,Muscle Gain,Intermediate
Cardio,82,Low,Flexibility,Advanced
Strength Training,71,High,General Fitness,Advanced
HIIT,66,Low,Muscle Gain,Intermediate
